State,Severity,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
SC,2,39.9,35.1,97.0,29.93,2.5,6.9,0.01
GA,2,41.0,39.0,89.0,30.15,5.0,3.5,
SC,2,39.2,35.9,93.0,30.06,1.8,4.6,
SC,2,41.0,38.0,82.0,30.1,10.0,4.6,0.0
SC,2,41.0,38.0,100.0,30.12,2.0,4.6,0.03
SC,2,37.9,35.5,89.0,30.19,10.0,3.5,
SC,2,37.9,32.7,100.0,30.09,10.0,6.9,0.0
NE,2,14.0,5.1,77.0,30.37,5.0,5.8,
MN,3,24.8,17.9,100.0,30.04,5.0,5.8,
IL,2,28.9,19.8,78.0,30.19,4.0,10.4,
TX,2,54.0,,35.0,30.4,10.0,,
TX,2,59.0,,36.0,30.35,8.0,9.2,
TX,3,36.9,32.2,76.0,30.36,10.0,5.8,
TX,2,33.1,26.9,82.0,30.35,10.0,6.9,
TX,2,50.0,,46.0,30.39,10.0,,
LA,2,48.9,,43.0,30.33,10.0,4.6,
LA,2,52.0,,40.0,30.27,10.0,10.4,
LA,2,53.1,,27.0,30.28,10.0,8.1,
TX,2,33.8,,81.0,30.39,10.0,,
TN,2,24.8,,100.0,30.25,8.0,,
TN,2,27.0,20.5,89.0,30.28,10.0,5.8,
TN,2,32.0,24.8,73.0,30.25,9.0,8.1,
TN,2,41.0,35.8,55.0,30.26,10.0,8.1,
AL,2,37.6,31.0,89.0,30.22,10.0,9.2,
AL,2,39.0,34.0,89.0,30.24,7.0,6.9,0.0
TN,3,35.1,30.1,64.0,30.31,10.0,5.8,
CO,2,17.1,,74.0,30.31,10.0,,
UT,3,30.0,,82.0,30.34,10.0,,
UT,3,30.0,,79.0,30.35,10.0,,
UT,2,32.0,26.4,79.0,30.24,4.0,5.8,
AZ,2,51.1,,54.0,30.12,10.0,4.6,
AZ,3,57.0,,34.0,30.15,10.0,5.8,
TX,2,52.0,,38.0,30.28,10.0,9.2,
WA,2,30.9,,96.0,30.21,1.2,,
WA,2,48.9,,71.0,30.26,10.0,9.2,
MI,2,32.0,23.0,75.0,30.0,7.0,11.5,
NJ,2,33.1,27.7,70.0,30.18,10.0,5.8,
PA,2,32.0,,69.0,30.16,10.0,,
NJ,2,36.0,,59.0,30.14,10.0,,
PA,3,21.9,17.2,82.0,30.22,5.0,3.5,
IN,3,19.9,13.4,89.0,30.23,5.0,4.6,
KY,2,21.0,13.4,78.0,30.3,5.0,5.8,
IN,3,24.1,18.2,84.0,30.2,5.0,4.6,
TN,2,17.1,,88.0,30.31,0.2,,
NC,2,39.2,,61.0,30.26,10.0,,
NC,2,48.2,,34.0,30.16,10.0,4.6,
NC,2,32.0,,80.0,30.17,10.0,,
NC,2,30.0,25.2,82.0,30.16,10.0,4.6,
VA,3,41.0,37.1,47.0,30.12,7.0,5.8,
NC,2,43.0,39.5,43.0,30.14,10.0,5.8,
VA,2,30.9,25.2,72.0,30.08,10.0,5.8,
FL,2,61.0,,56.0,30.29,10.0,13.8,
FL,2,62.6,,52.0,30.26,10.0,15.0,
FL,2,55.0,,69.0,30.27,10.0,5.8,
FL,2,44.1,38.6,93.0,30.2,10.0,10.4,
FL,2,45.0,39.3,86.0,30.3,10.0,11.5,
FL,2,51.1,,71.0,30.35,10.0,16.1,
FL,2,55.9,,53.0,30.25,10.0,12.7,
SC,2,30.2,25.4,93.0,30.22,10.0,4.6,
GA,2,32.0,27.5,92.0,30.31,5.0,4.6,
GA,2,41.4,34.3,51.0,30.33,10.0,12.7,
GA,2,42.1,36.1,53.0,30.33,10.0,10.4,
SC,2,51.1,,46.0,30.18,10.0,6.9,
SC,2,39.9,,89.0,30.21,10.0,,
SC,2,51.8,,38.0,30.22,10.0,11.5,
MO,3,41.0,35.8,53.0,30.08,10.0,8.1,
MN,2,25.0,20.7,78.0,29.99,4.0,3.5,
NE,2,36.0,32.1,67.0,29.89,10.0,4.6,
MN,3,16.0,,92.0,30.09,4.0,,
IL,2,26.1,18.4,84.0,30.08,5.0,6.9,
MO,2,33.1,24.9,70.0,30.26,10.0,10.4,
OK,3,28.9,21.1,82.0,30.24,10.0,8.1,
TX,2,33.1,,89.0,30.42,10.0,,
TX,2,39.9,,83.0,30.43,10.0,,
TX,2,39.9,,83.0,30.43,10.0,,
TX,2,48.9,,64.0,30.42,10.0,,
OK,2,57.9,,41.0,30.03,10.0,25.3,
TX,2,48.9,,80.0,30.23,10.0,4.6,
LA,2,54.0,,29.0,30.34,10.0,,
TX,2,46.4,41.9,62.0,30.34,10.0,9.2,
TX,2,50.0,,61.0,30.33,10.0,5.8,
TX,2,61.0,,30.0,30.22,10.0,13.8,
TX,3,,,,30.13,10.0,8.1,
TN,3,42.1,36.1,60.0,30.25,10.0,10.4,
AL,3,27.0,,100.0,30.39,0.2,,
TN,2,48.0,,30.0,30.26,10.0,6.9,
AL,3,24.3,,97.0,30.5,0.1,,0.0
TX,2,36.0,,100.0,30.43,10.0,,
TX,2,31.1,,90.0,30.44,10.0,,
TX,2,39.0,36.8,96.0,30.43,10.0,3.5,
TX,2,55.4,,41.0,30.43,10.0,,
TX,2,62.6,,42.0,30.38,10.0,4.6,
TX,3,55.4,,67.0,30.24,10.0,,
CO,2,50.0,,14.0,30.0,30.0,6.9,
TX,2,42.1,36.6,60.0,30.15,10.0,9.2,
WA,3,42.8,,100.0,30.05,10.0,,0.04
OR,3,43.0,36.0,89.0,30.06,10.0,13.8,
NV,2,30.0,22.4,88.0,30.06,10.0,8.1,
MA,3,32.0,22.5,56.0,30.05,10.0,12.7,
RI,2,36.0,27.5,48.0,30.04,10.0,12.7,
MI,2,24.1,17.0,91.0,30.04,7.0,5.8,
MI,2,33.1,27.7,92.0,29.89,2.5,5.8,0.0
MA,2,26.1,16.8,58.0,30.22,10.0,9.2,
NJ,2,30.9,24.3,69.0,30.14,10.0,6.9,
NY,3,33.8,29.6,65.0,30.15,10.0,4.6,
PA,3,34.7,28.8,61.0,30.09,10.0,6.9,
VA,2,30.9,,76.0,30.22,10.0,,
MD,3,42.1,,58.0,30.19,,,
OH,2,33.1,,72.0,30.08,10.0,,
OH,2,43.0,38.8,53.0,29.95,10.0,6.9,
NC,2,28.4,,93.0,30.23,10.0,,
NC,2,34.0,,92.0,30.24,8.0,,
NC,3,43.0,41.3,53.0,30.24,9.0,3.5,
NC,2,41.0,,65.0,30.25,10.0,,
NC,2,41.0,,65.0,30.25,10.0,,
VA,2,39.0,34.0,50.0,30.19,10.0,6.9,
VA,3,42.1,,45.0,30.18,10.0,,
VA,3,,,,,,,
NC,2,43.0,,58.0,30.19,10.0,,
NC,2,41.0,,67.0,30.2,10.0,,
FL,2,51.1,,80.0,30.22,10.0,8.1,
FL,3,54.0,,75.0,30.26,10.0,10.4,
FL,2,55.9,,62.0,30.3,10.0,9.2,
FL,3,69.1,,61.0,30.19,10.0,12.7,
FL,2,48.0,,89.0,30.29,10.0,8.1,
FL,2,62.1,,60.0,30.21,10.0,6.9,
SC,2,30.2,,100.0,30.2,1.5,,
SC,2,33.1,,85.0,30.22,10.0,,
SC,2,41.0,,81.0,30.28,5.0,,
SC,2,51.1,,48.0,30.2,10.0,,
SC,2,52.2,,41.0,30.18,10.0,,
SC,2,51.1,,36.0,30.16,10.0,5.8,
GA,3,33.1,28.7,72.0,30.27,10.0,4.6,
SC,2,48.2,,58.0,30.23,10.0,,
WI,3,34.0,28.0,89.0,29.69,5.0,6.9,
NE,3,35.1,26.9,78.0,29.8,10.0,11.5,
MN,2,29.3,,89.0,29.78,5.0,,
IL,2,34.0,26.0,82.0,29.8,7.0,10.4,
IL,2,34.0,25.0,82.0,29.78,7.0,12.7,
TX,2,57.9,,81.0,30.02,10.0,4.6,
TX,3,48.2,,87.0,30.03,10.0,9.2,
TX,2,52.0,,86.0,29.98,10.0,10.4,
TX,2,59.0,,94.0,29.88,10.0,3.5,
TX,2,48.2,,87.0,30.01,10.0,8.1,
OK,2,53.1,,66.0,29.94,10.0,8.1,
TX,2,61.0,,87.0,29.81,10.0,15.0,
LA,3,,,,,,,
TN,2,37.9,33.5,60.0,30.16,10.0,5.8,
TX,2,59.0,,77.0,30.15,10.0,4.6,
CO,2,39.9,32.1,20.0,29.78,10.0,13.8,
UT,3,28.0,,100.0,30.09,1.2,,
UT,3,29.8,26.3,90.0,30.06,1.5,3.5,
AZ,2,64.0,,38.0,29.98,10.0,10.4,
WA,3,41.0,36.4,82.0,30.14,10.0,6.9,
WA,2,46.9,,74.0,30.22,7.0,12.7,0.01
OR,2,44.1,,85.0,30.38,10.0,,
MI,3,39.0,35.7,64.0,30.16,10.0,4.6,
NY,2,23.0,14.7,74.0,30.47,1.0,6.9,0.0
NY,3,24.1,18.2,77.0,30.48,1.0,4.6,0.01
NY,2,25.0,18.1,81.0,30.46,1.8,5.8,0.01
NY,2,37.9,33.5,76.0,30.32,9.0,5.8,
NY,2,37.0,33.3,82.0,30.34,8.0,4.6,
NJ,2,34.0,,59.0,30.37,10.0,,
NY,2,34.0,,79.0,30.42,3.0,,0.0
NY,3,39.0,30.3,89.0,30.44,10.0,16.1,
NJ,3,35.1,26.4,89.0,30.44,9.0,12.7,
NY,3,28.9,22.8,89.0,30.5,4.0,5.8,0.0
NY,3,41.0,33.5,86.0,30.48,10.0,13.8,
NY,3,34.0,27.2,92.0,30.5,8.0,8.1,0.0
PA,2,35.1,,82.0,30.24,7.0,,
DC,3,39.9,35.8,68.0,30.26,10.0,5.8,
PA,2,37.0,33.3,73.0,30.32,10.0,4.6,
IN,2,45.0,40.6,90.0,30.09,6.0,8.1,0.01
OH,2,28.0,,85.0,30.11,10.0,,
NC,2,37.9,33.5,83.0,30.27,9.0,5.8,
SC,2,50.0,,52.0,30.27,10.0,4.6,
VA,2,33.8,,93.0,30.31,10.0,,
VA,2,36.0,33.3,82.0,30.31,10.0,3.5,
NC,3,48.0,,63.0,30.3,10.0,4.6,
VA,2,37.9,,83.0,30.38,10.0,,
NC,3,37.9,,86.0,30.34,10.0,,
FL,2,69.1,,58.0,30.17,10.0,13.8,
FL,3,,,,,,,
FL,2,62.1,,75.0,30.22,10.0,5.8,
FL,2,75.9,,56.0,30.03,10.0,6.9,
SC,2,36.0,33.3,82.0,30.25,10.0,3.5,
SC,2,41.0,,79.0,30.29,10.0,,
SC,2,53.6,,44.0,30.24,10.0,5.8,
SC,2,,,,,,,
SC,2,33.8,,100.0,30.28,7.0,,
MN,3,30.9,23.5,89.0,30.15,6.0,8.1,
MN,3,31.3,26.6,86.0,30.13,5.0,4.6,
IL,2,25.0,,88.0,30.07,3.0,,
TX,2,57.2,,100.0,29.72,7.0,8.1,
TX,2,66.0,,63.0,29.76,10.0,12.7,
LA,2,63.0,,97.0,29.87,3.0,5.8,0.15
OK,2,51.8,,100.0,29.69,9.0,5.8,
OK,2,41.0,30.7,100.0,29.77,1.8,25.3,
OK,2,41.0,30.9,93.0,29.86,8.0,24.2,0.06
TX,2,66.9,,22.0,29.73,10.0,11.5,
TX,2,54.0,,49.0,29.82,10.0,19.6,
OK,2,39.9,29.7,93.0,29.91,5.0,23.0,0.05
TX,2,60.8,,88.0,29.71,10.0,10.4,
TX,2,62.1,,96.0,29.69,6.0,5.8,0.01
TX,2,46.9,,86.0,29.76,10.0,9.2,
TN,2,48.2,,93.0,29.96,10.0,6.9,
TN,3,48.0,,74.0,30.12,10.0,6.9,
TN,3,53.1,,66.0,30.14,10.0,12.7,
TX,2,64.4,,100.0,29.78,5.0,8.1,
TX,2,73.4,,47.0,29.69,10.0,9.2,
OK,2,39.9,31.8,97.0,29.86,2.5,15.0,0.16
CO,2,30.2,,37.0,30.23,50.0,,
UT,2,,,,,,,
UT,2,27.9,21.5,57.0,30.58,10.0,5.8,
UT,3,24.3,17.3,63.0,30.57,10.0,5.8,
AZ,3,43.0,40.3,89.0,30.23,10.0,4.6,
AZ,2,55.9,,32.0,30.3,10.0,,
AZ,2,55.9,,32.0,30.3,10.0,,
AZ,2,66.0,,10.0,30.22,10.0,3.5,
AZ,3,57.9,,26.0,30.2,10.0,3.5,
WA,2,48.0,,83.0,30.08,9.0,,0.01
WA,2,48.0,,89.0,29.97,10.0,,
MA,2,23.0,,88.0,30.53,10.0,,
PA,2,42.8,41.1,100.0,30.45,7.0,3.5,
PA,2,34.0,,100.0,30.45,0.2,,
NC,3,39.0,33.4,76.0,30.31,10.0,8.1,
NC,2,43.0,38.2,93.0,30.25,2.5,8.1,0.01
NC,2,43.0,37.7,97.0,30.26,2.5,9.2,0.04
NC,2,41.4,37.6,99.0,30.29,7.0,5.8,0.05
NC,2,46.0,41.0,96.0,30.18,1.0,10.4,0.06
NC,3,44.1,38.1,100.0,30.13,3.0,11.5,0.01
NC,2,43.0,37.7,97.0,30.07,1.5,9.2,0.01
NC,2,43.0,38.8,97.0,30.08,2.5,6.9,0.03
NC,3,39.9,36.7,89.0,30.34,10.0,4.6,0.0
NC,2,39.9,36.7,89.0,30.34,10.0,4.6,0.0
NC,2,45.7,43.4,100.0,30.12,3.0,4.6,0.07
VA,3,41.0,35.8,93.0,30.27,3.0,8.1,0.03
VA,2,42.1,,89.0,30.28,3.0,,0.06
VA,2,41.2,39.2,100.0,30.25,2.0,3.5,0.01
VA,2,44.1,40.1,100.0,30.23,2.5,6.9,
VA,2,45.0,43.5,93.0,30.16,0.8,3.5,
FL,3,78.1,,81.0,30.02,10.0,9.2,
FL,2,69.4,,80.0,29.98,10.0,15.0,
FL,3,71.1,,84.0,30.05,10.0,9.2,
FL,2,69.1,,93.0,30.02,10.0,11.5,0.01
FL,3,69.8,,88.0,30.06,10.0,11.5,
FL,2,68.0,,94.0,30.05,4.0,3.5,
SC,3,42.1,35.7,96.0,30.22,3.0,11.5,0.06
SC,2,45.0,37.9,93.0,30.16,2.0,16.1,0.0
SC,2,43.0,36.0,97.0,30.16,2.0,13.8,0.0
FL,2,63.0,,100.0,29.91,10.0,6.9,0.08
FL,3,64.9,,93.0,29.96,6.0,5.8,0.11
GA,2,61.0,,97.0,30.09,2.5,6.9,0.05
SC,3,55.4,,100.0,30.13,5.0,3.5,
MN,3,24.1,17.0,96.0,30.21,9.0,5.8,
MN,2,24.1,18.2,84.0,30.2,10.0,4.6,
MN,3,33.1,28.7,66.0,30.23,10.0,4.6,
MN,2,,,,,,,
NE,2,30.0,,82.0,30.28,10.0,,
NE,3,28.4,,92.0,30.22,10.0,,
WI,3,30.2,25.4,80.0,30.24,7.0,4.6,
TX,2,42.8,33.1,76.0,29.92,10.0,25.3,
TX,2,43.0,34.5,93.0,29.87,3.0,19.6,0.0
TX,3,42.1,33.1,92.0,29.94,5.0,20.7,0.0
OK,2,46.9,,61.0,30.14,10.0,23.0,
OK,2,46.4,40.1,45.0,30.17,10.0,15.0,
OK,2,46.9,,39.0,30.17,10.0,15.0,
OK,2,45.0,38.5,33.0,30.19,10.0,13.8,
LA,3,51.1,,68.0,29.86,10.0,8.1,
AL,2,55.4,,88.0,29.86,10.0,4.6,
AL,2,54.0,,66.0,29.91,10.0,9.2,
TX,2,42.8,34.3,87.0,29.94,7.0,19.6,
OK,2,39.0,32.8,89.0,30.13,10.0,9.2,
TN,3,50.0,,100.0,29.81,4.0,9.2,
FL,3,66.0,,90.0,29.83,8.0,12.7,0.02
TN,3,55.0,,89.0,29.86,10.0,9.2,
TN,3,55.0,,89.0,29.86,10.0,9.2,
AL,3,57.2,,94.0,29.88,10.0,6.9,
AL,2,,,,,,,
AL,2,52.5,,98.0,29.95,1.0,,0.18
AL,3,62.6,,100.0,29.8,10.0,8.1,
TX,2,48.2,,76.0,29.95,10.0,11.5,
TX,2,48.0,,86.0,29.96,10.0,17.3,
CO,2,31.8,22.8,34.0,30.3,10.0,11.5,
CO,2,20.8,9.7,61.0,30.5,10.0,10.4,
CO,2,30.2,,32.0,30.28,50.0,,
CO,2,41.0,,24.0,30.31,50.0,,
CO,3,22.6,12.6,53.0,30.39,10.0,9.2,
UT,3,17.8,1.1,67.0,30.51,10.0,20.7,
UT,3,20.8,5.9,61.0,30.5,10.0,18.4,
AZ,2,41.0,,61.0,30.29,10.0,,
AZ,3,66.0,,15.0,30.14,10.0,6.9,
AZ,2,59.0,,25.0,30.16,10.0,5.8,
NM,2,46.9,,22.0,30.35,10.0,,
WA,2,42.1,,89.0,29.62,10.0,,
NY,2,48.0,,100.0,30.18,3.0,4.6,
NJ,2,51.1,,66.0,30.08,10.0,,
NJ,3,50.0,,71.0,30.08,10.0,6.9,
IN,2,41.0,32.8,100.0,30.01,10.0,16.1,
KY,3,48.9,,93.0,29.95,3.0,,0.09
OH,3,46.9,,90.0,29.87,5.0,19.6,0.04
TN,3,53.1,,96.0,29.88,1.5,3.5,0.07
SC,3,59.0,,78.0,29.93,10.0,9.2,
OK,2,33.1,24.4,61.0,30.25,10.0,11.5,
TX,3,66.9,,18.0,30.19,10.0,5.8,
TX,3,46.0,,58.0,30.3,10.0,,
AL,2,51.8,,80.0,30.09,10.0,4.6,
AZ,3,48.9,,24.0,30.25,10.0,9.2,
AZ,3,48.0,,30.0,30.19,10.0,8.1,
VT,3,36.0,28.5,82.0,30.09,10.0,10.4,0.0
NJ,2,39.7,,89.0,29.99,3.0,,0.02
NJ,3,39.0,32.3,89.0,29.82,10.0,10.4,0.03
NC,2,51.1,,71.0,30.04,10.0,6.9,
FL,3,73.9,,66.0,30.08,10.0,3.5,
IL,3,32.0,27.5,92.0,30.13,5.0,4.6,
IL,2,32.0,27.5,92.0,30.13,5.0,4.6,
WA,3,46.9,,86.0,29.68,10.0,,0.0
MA,2,34.0,28.0,92.0,29.7,2.0,6.9,0.0
MA,3,34.0,26.6,89.0,29.65,2.0,9.2,0.01
NH,2,32.0,24.2,100.0,29.63,3.0,9.2,
MA,2,43.0,35.7,60.0,29.54,10.0,15.0,
MI,3,36.1,27.7,76.0,29.92,10.0,12.7,
NY,2,34.0,,100.0,29.76,3.0,,
NY,2,37.9,28.5,86.0,29.78,7.0,17.3,
NY,3,39.9,,89.0,29.78,10.0,,
PA,3,41.0,39.0,87.0,29.82,10.0,3.5,
NY,2,39.0,32.3,82.0,29.74,10.0,10.4,
PA,2,42.8,37.5,70.0,29.81,10.0,9.2,
NY,3,43.0,37.2,58.0,29.72,10.0,10.4,
MD,3,46.4,42.4,66.0,29.91,10.0,8.1,
VA,3,51.1,,48.0,29.89,10.0,12.7,
MD,2,,,,,,,
PA,3,39.9,32.9,55.0,29.87,10.0,11.5,
IN,3,36.0,29.6,73.0,30.22,10.0,8.1,
OH,3,30.0,,96.0,30.14,0.5,,
OH,2,37.4,28.9,81.0,30.09,10.0,13.8,
VA,2,46.9,,77.0,29.98,10.0,10.4,
NC,2,60.1,,36.0,29.95,10.0,12.7,
VA,2,41.0,,89.0,29.88,10.0,,
NC,2,45.0,42.6,65.0,29.98,10.0,4.6,
FL,2,59.0,,87.0,30.12,10.0,8.1,
FL,2,54.0,,100.0,30.11,10.0,,
FL,2,61.0,,75.0,30.16,10.0,9.2,
FL,2,66.9,,66.0,30.08,10.0,12.7,
FL,2,57.9,,90.0,30.12,10.0,5.8,
FL,2,62.1,,78.0,30.16,10.0,3.5,
FL,2,62.1,,78.0,30.16,10.0,11.5,
FL,3,64.0,,73.0,30.17,10.0,6.9,
FL,3,53.1,,100.0,30.12,9.0,,
SC,3,43.0,,93.0,30.09,10.0,,
SC,2,50.0,,54.0,30.07,10.0,12.7,
SC,3,46.4,,87.0,30.1,10.0,,
SC,2,64.4,,34.0,30.01,7.0,3.5,
GA,2,45.1,43.7,90.0,30.11,10.0,3.5,
MO,3,50.0,,36.0,30.26,10.0,4.6,
MN,2,32.0,27.5,59.0,30.25,10.0,4.6,
MO,3,57.0,,26.0,30.22,10.0,,
IL,3,36.0,29.0,73.0,30.1,10.0,9.2,
IL,2,37.0,32.4,54.0,30.24,10.0,5.8,
TX,2,43.0,38.2,74.0,30.24,10.0,8.1,
TX,2,51.1,,71.0,30.28,8.0,3.5,
TX,2,66.9,,26.0,30.17,10.0,,
TX,2,46.0,44.8,66.0,30.27,10.0,3.5,
TN,2,54.0,,57.0,30.23,10.0,3.5,
AL,2,61.0,,39.0,30.19,10.0,6.9,
TX,2,55.9,,90.0,30.29,10.0,,
TX,3,64.0,,67.0,30.25,10.0,4.6,
CO,2,29.5,21.1,45.0,30.15,10.0,9.2,
UT,2,38.3,33.9,75.0,30.14,10.0,5.8,
AZ,2,48.7,,50.0,30.17,10.0,,
AZ,2,49.6,,76.0,30.14,10.0,5.8,
AZ,3,64.9,,31.0,30.07,10.0,5.8,
AZ,2,61.0,,47.0,30.07,10.0,8.1,
MI,2,28.9,22.8,67.0,30.24,10.0,5.8,
NY,2,25.0,13.1,69.0,30.2,9.0,13.8,0.0
NY,3,21.9,9.8,72.0,30.18,9.0,12.7,0.0
DE,2,37.9,30.0,47.0,30.09,10.0,12.7,
PA,2,33.8,27.0,60.0,30.06,10.0,8.1,
NJ,3,34.0,25.0,42.0,30.1,10.0,12.7,
NY,3,41.0,39.0,38.0,30.07,10.0,3.5,
PA,2,37.0,27.4,48.0,30.02,10.0,17.3,
DC,2,39.0,30.3,49.0,30.12,10.0,16.1,
VA,2,35.6,27.1,70.0,30.14,10.0,12.7,
PA,2,37.4,29.8,41.0,30.1,10.0,11.5,
OH,3,37.9,34.4,60.0,30.19,10.0,4.6,
NC,2,45.0,41.2,53.0,30.16,10.0,6.9,
SC,2,36.5,32.7,70.0,30.02,10.0,4.6,
NC,2,39.0,,70.0,30.11,10.0,,
NC,2,42.8,,76.0,30.17,10.0,,
NC,2,39.0,35.7,62.0,30.13,10.0,4.6,
NC,2,44.1,41.5,53.0,30.19,10.0,4.6,
NC,2,46.0,41.0,50.0,30.17,10.0,10.4,
NC,2,48.9,,44.0,30.15,10.0,,
NC,2,46.4,,53.0,30.17,10.0,,0.01
NC,2,46.9,,52.0,30.15,10.0,,
NC,2,44.1,,60.0,30.16,10.0,,
FL,3,75.9,,50.0,30.05,10.0,5.8,
FL,2,39.9,,97.0,30.14,3.0,,
FL,2,60.1,,57.0,30.1,10.0,,
FL,2,55.0,,100.0,30.12,10.0,3.5,
FL,2,60.1,,78.0,30.16,10.0,5.8,
FL,2,57.9,,72.0,30.14,10.0,5.8,
FL,2,62.1,,65.0,30.13,10.0,5.8,
SC,3,37.9,,97.0,30.03,8.0,,
SC,2,41.0,39.0,89.0,30.06,10.0,3.5,
SC,2,59.0,,29.0,30.12,10.0,,
SC,3,57.9,,28.0,30.14,10.0,4.6,
SC,2,60.1,,28.0,30.08,10.0,6.9,
GA,2,46.0,41.9,66.0,30.13,10.0,8.1,
SC,2,55.0,,49.0,30.14,10.0,11.5,
MN,2,28.9,22.8,75.0,29.96,10.0,5.8,
MN,3,44.1,39.0,55.0,29.9,10.0,9.2,
MN,3,37.0,33.3,82.0,29.8,10.0,4.6,
IL,3,21.9,14.5,100.0,30.29,10.0,5.8,
IA,2,30.2,,80.0,30.07,10.0,,
TX,2,50.0,,96.0,30.07,0.1,,
TX,2,36.0,,100.0,30.1,1.8,,
TX,3,42.8,40.1,87.0,30.14,10.0,4.6,
OK,2,48.9,,69.0,30.07,10.0,15.0,
TX,2,57.0,,72.0,30.1,10.0,,
OK,2,46.0,41.4,76.0,29.96,10.0,9.2,
OK,2,44.1,39.0,89.0,29.94,10.0,9.2,
LA,2,64.0,,54.0,30.08,10.0,4.6,
AL,2,55.8,,39.0,30.08,9.0,,
AL,2,59.0,,41.0,30.11,10.0,9.2,
TN,2,48.0,,42.0,30.12,10.0,,
CO,2,41.0,39.0,34.0,29.94,10.0,3.5,
CO,3,42.8,40.1,31.0,29.89,30.0,4.6,
UT,2,35.6,,87.0,30.19,7.0,,
OR,3,52.0,,97.0,29.73,3.0,13.8,0.23
WA,3,50.0,,100.0,29.62,10.0,6.9,0.06
OR,2,57.0,,59.0,29.95,10.0,10.4,
NV,2,52.0,,35.0,30.18,10.0,4.6,
NY,2,35.1,27.4,72.0,30.09,10.0,10.4,
MA,3,18.0,4.8,71.0,30.08,,12.7,
MI,2,32.0,25.6,79.0,30.0,10.0,6.9,
MI,2,34.0,29.8,75.0,29.9,10.0,4.6,
MA,3,23.0,14.7,60.0,30.09,10.0,6.9,
NY,2,27.0,19.5,78.0,30.08,10.0,6.9,
NY,2,30.0,24.1,75.0,30.09,10.0,5.8,
NY,3,21.0,13.4,81.0,30.1,10.0,5.8,
CT,3,24.1,18.2,69.0,30.16,10.0,4.6,
NY,2,21.9,15.7,75.0,30.17,10.0,4.6,
PA,2,19.9,,92.0,30.19,6.0,,
PA,2,37.9,34.4,55.0,30.09,10.0,4.6,
NY,2,33.8,,67.0,30.15,10.0,,
OH,2,33.1,24.9,66.0,30.08,10.0,10.4,
MD,2,28.4,,93.0,30.2,10.0,,
OH,2,27.0,,96.0,30.1,7.0,,
NC,2,53.6,,47.0,30.1,10.0,,
SC,3,46.9,,77.0,30.05,8.0,3.5,
NC,2,33.1,,89.0,30.21,10.0,,
NC,2,46.0,,58.0,30.18,10.0,,
NC,2,50.0,,48.0,30.12,10.0,3.5,
FL,2,64.0,,90.0,30.08,10.0,,
FL,3,75.0,,62.0,29.96,10.0,8.1,
FL,3,66.0,,48.0,30.11,10.0,5.8,
FL,2,,,,,,,
FL,2,,,,,,,
FL,2,55.9,,72.0,30.07,10.0,3.5,
FL,3,64.0,,56.0,30.09,10.0,6.9,
FL,2,57.9,,90.0,29.97,8.0,12.7,0.05
SC,2,57.0,,59.0,30.05,10.0,6.9,
SC,2,51.1,,59.0,30.05,10.0,5.8,
FL,2,48.2,,100.0,30.08,10.0,4.6,
FL,3,55.0,,96.0,30.09,7.0,,0.0
FL,2,57.0,,89.0,30.1,7.0,6.9,
FL,2,57.0,,89.0,30.1,7.0,6.9,
NE,2,36.0,29.0,89.0,29.67,7.0,9.2,
MN,2,37.0,31.0,93.0,29.63,7.0,8.1,
IL,2,48.0,,66.0,29.74,10.0,15.0,
IL,2,46.9,,77.0,29.78,10.0,12.7,
TX,2,56.1,,100.0,29.9,0.8,,
TX,2,55.9,,97.0,29.88,0.2,3.5,
TX,2,55.4,,100.0,29.88,5.0,5.8,
OK,2,52.0,,89.0,29.77,7.0,9.2,0.0
LA,3,53.1,,100.0,29.77,4.0,9.2,0.06
LA,2,60.8,,100.0,29.76,2.0,,
LA,2,54.0,,100.0,29.75,2.0,5.8,
TX,2,52.0,,100.0,29.9,1.0,6.9,
MS,2,53.6,,58.0,30.03,10.0,8.1,
TN,2,55.0,,40.0,30.01,10.0,6.9,
TN,3,52.0,,49.0,29.91,10.0,6.9,
TN,3,51.1,,52.0,29.91,10.0,8.1,
AL,2,53.1,,74.0,29.94,10.0,,0.0
TN,2,30.9,26.2,85.0,30.06,10.0,4.6,
TX,2,57.2,,100.0,29.87,0.2,,
TX,2,,,,29.89,0.2,8.1,
TX,2,,,,29.86,0.2,9.2,
TX,2,55.4,,100.0,29.82,1.5,6.9,
TX,2,57.2,,82.0,29.77,10.0,,
NV,2,,,,,,,
AZ,2,45.0,41.8,63.0,30.16,10.0,5.8,
AZ,2,44.6,,49.0,30.25,10.0,,
AZ,2,66.0,,30.0,30.07,10.0,3.5,
AZ,3,66.0,,29.0,30.07,10.0,4.6,
AZ,3,55.4,,51.0,30.15,10.0,,
WA,2,48.0,,80.0,30.27,10.0,4.6,
WA,3,37.0,34.5,89.0,30.28,10.0,3.5,
WA,2,45.0,41.8,86.0,30.12,10.0,5.8,
OR,2,50.0,,86.0,30.32,10.0,,
CA,2,55.4,,94.0,30.31,9.0,,
CA,2,60.1,,72.0,30.12,8.0,,
NH,2,39.0,,55.0,30.14,10.0,,
NY,3,42.1,38.4,53.0,30.06,10.0,5.8,
MD,3,41.0,,89.0,29.94,,,
