Severity,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
2,MI,45.0,37.1,76.0,29.72,10.0,19.6,
2,DE,46.9,,97.0,30.18,,5.8,0.03
3,NJ,60.1,,96.0,29.91,3.0,4.6,0.12
3,KY,57.0,,81.0,29.88,10.0,8.1,0.01
2,SC,48.2,,93.0,30.0,3.0,3.5,0.16
2,NC,62.1,,93.0,30.1,10.0,9.2,0.01
2,NC,57.0,,100.0,29.98,7.0,8.1,0.08
3,SC,54.0,,100.0,29.99,6.0,4.6,0.06
3,NC,68.0,,93.0,30.07,4.0,12.7,0.17
3,SC,62.1,,100.0,30.04,2.0,17.3,0.11
2,SC,55.4,,100.0,30.03,0.2,5.8,
3,MN,24.8,10.7,86.0,29.76,10.0,19.6,
3,MN,21.0,5.7,81.0,29.95,10.0,19.6,
2,IA,21.2,6.0,86.0,29.96,10.0,19.6,
2,LA,54.0,,97.0,30.04,10.0,12.7,
2,OK,27.0,18.0,78.0,30.36,10.0,9.2,
2,OK,30.9,20.7,67.0,30.22,10.0,13.8,
2,TX,48.0,,68.0,30.06,10.0,16.1,
3,NM,19.4,3.6,86.0,29.89,0.2,19.6,
2,TX,39.0,33.4,86.0,29.91,10.0,8.1,0.0
3,WA,39.0,36.8,86.0,30.41,10.0,3.5,
3,WA,39.9,35.8,86.0,30.37,10.0,5.8,0.01
2,OR,42.1,,92.0,30.4,10.0,,0.0
2,CA,62.6,,20.0,30.26,10.0,10.4,
3,CA,57.0,,18.0,30.14,10.0,9.2,
3,CA,55.9,,29.0,30.16,10.0,4.6,
3,FL,81.0,,69.0,30.14,10.0,15.0,
3,FL,80.6,,70.0,30.14,10.0,,
3,TX,39.2,34.2,70.0,30.27,10.0,6.9,
3,CO,33.8,,28.0,29.95,10.0,,
2,WA,48.0,,93.0,30.17,10.0,13.8,
2,CA,33.1,,85.0,30.38,10.0,,
3,CA,59.0,,16.0,30.25,10.0,4.6,
3,NY,37.9,32.7,68.0,30.23,10.0,6.9,
2,KY,43.0,,53.0,30.17,10.0,,
3,FL,78.1,,66.0,30.14,10.0,9.2,
3,FL,79.0,,69.0,30.09,10.0,8.1,
3,GA,53.1,,89.0,30.15,0.8,6.9,
2,LA,51.1,,100.0,30.13,0.8,6.9,
3,CA,46.0,,56.0,30.18,10.0,,
3,CA,66.0,,23.0,29.94,10.0,4.6,
2,MI,36.0,30.3,100.0,29.75,2.0,6.9,0.06
2,NJ,46.9,,77.0,30.25,10.0,5.8,0.0
3,NY,42.1,37.1,89.0,30.25,8.0,8.1,0.04
2,NC,61.0,,100.0,30.05,0.1,4.6,
2,NC,60.1,,100.0,29.96,10.0,13.8,
2,VA,51.1,,92.0,30.07,1.8,5.8,0.02
2,SC,53.1,,100.0,30.18,1.2,4.6,
2,SC,55.0,,96.0,30.18,1.8,4.6,
3,GA,66.0,,96.0,30.05,6.0,4.6,
2,IL,37.0,31.0,96.0,29.77,3.0,8.1,0.05
3,MN,23.0,8.7,86.0,29.89,0.8,18.4,0.0
3,MO,41.0,39.0,96.0,29.75,3.0,3.5,0.04
3,KY,59.2,,95.0,29.78,7.0,13.8,0.26
2,TX,46.4,42.4,83.0,29.96,10.0,8.1,
3,TX,39.9,35.1,93.0,29.77,10.0,6.9,
2,TX,59.0,,64.0,29.92,10.0,8.1,
2,OK,41.0,33.5,76.0,29.98,10.0,13.8,
2,CA,55.0,,30.0,29.96,10.0,17.3,
2,CA,48.9,,77.0,29.87,10.0,3.5,
2,NH,23.0,18.4,92.0,30.13,10.0,3.5,
2,MI,55.9,,80.0,29.81,10.0,10.4,0.0
2,NY,57.0,,74.0,29.8,10.0,12.7,0.0
2,NY,35.1,32.2,89.0,30.14,10.0,3.5,
2,PA,33.8,,100.0,30.13,5.0,,
3,NY,62.1,,70.0,29.99,10.0,19.6,
2,PA,66.0,,50.0,29.91,10.0,5.8,
2,OH,47.3,,95.0,29.54,10.0,8.1,0.02
2,DC,48.0,,83.0,30.11,10.0,4.6,
3,MD,54.0,,69.0,30.12,,,
2,OH,59.0,,72.0,29.9,10.0,12.7,
3,OH,64.9,,97.0,29.87,10.0,5.8,0.0
2,TN,64.0,,96.0,29.68,10.0,4.6,
2,NC,55.9,,84.0,30.21,9.0,6.9,
2,NC,63.0,,75.0,30.19,10.0,10.4,
2,VA,41.2,38.2,97.0,30.12,10.0,4.6,
3,NC,43.0,38.8,93.0,30.21,10.0,6.9,
2,NC,64.0,,67.0,30.18,10.0,13.8,
3,NC,60.1,,75.0,30.08,10.0,8.1,
2,FL,80.6,,58.0,30.16,10.0,8.1,
2,FL,82.0,,52.0,30.14,10.0,15.0,
3,SC,71.6,,53.0,30.09,10.0,9.2,
2,GA,66.0,,70.0,30.06,10.0,3.5,
2,SC,73.4,,61.0,29.81,10.0,4.6,
3,GA,64.4,,88.0,29.79,10.0,,
3,GA,64.9,,97.0,29.81,10.0,8.1,
2,NE,59.5,,41.0,30.0,10.0,3.5,
2,TX,84.0,,63.0,29.69,10.0,16.1,
3,TX,55.4,,100.0,29.82,10.0,8.1,
2,TX,55.9,,93.0,29.81,10.0,8.1,0.0
2,AL,73.0,,71.0,30.07,10.0,13.8,0.0
2,AL,78.1,,58.0,29.93,10.0,5.8,
2,TN,57.9,,78.0,29.69,10.0,11.5,
2,TX,72.0,,97.0,29.93,10.0,3.5,
3,NM,44.1,36.5,68.0,29.99,10.0,17.3,
2,NM,57.0,,25.0,30.01,10.0,13.8,
2,TX,62.1,,58.0,29.76,10.0,9.2,0.0
2,OR,66.9,,66.0,30.19,10.0,12.7,
2,CA,73.9,,33.0,30.09,10.0,10.4,
2,CA,68.0,,68.0,30.09,10.0,3.5,
2,CA,43.0,41.3,82.0,30.17,10.0,3.5,
3,CA,63.0,,87.0,29.92,6.0,,
3,CA,57.2,,100.0,29.98,2.8,,
2,CA,51.1,,24.0,30.21,10.0,6.9,
2,CA,80.6,,21.0,30.0,10.0,10.4,
2,CA,82.4,,21.0,30.0,10.0,5.8,
3,CA,72.0,,55.0,30.0,10.0,6.9,
3,CA,72.0,,44.0,30.03,10.0,3.5,
2,PA,72.0,,76.0,29.69,10.0,15.0,
3,VA,71.1,,75.0,29.72,10.0,12.7,
2,VA,64.9,,90.0,29.63,2.5,5.8,0.11
2,OH,43.0,39.5,86.0,29.82,10.0,5.8,
2,OH,41.9,,91.0,29.73,10.0,,
2,VA,60.1,,93.0,29.73,10.0,,
2,NC,64.0,,96.0,29.8,10.0,11.5,
2,VA,70.0,,84.0,29.74,10.0,12.7,
2,NC,66.9,,90.0,29.8,10.0,13.8,
3,VA,69.1,,93.0,29.79,10.0,8.1,
2,VA,71.1,,90.0,29.84,10.0,9.2,
3,VA,71.1,,84.0,29.61,10.0,17.3,
3,FL,69.1,,96.0,29.93,10.0,10.4,0.0
3,FL,71.1,,93.0,29.92,8.0,10.4,0.01
2,GA,59.0,,100.0,29.78,10.0,4.6,0.01
2,SC,62.6,,88.0,29.78,10.0,3.5,
2,SC,68.0,,94.0,29.77,3.0,5.8,
2,SC,66.0,,90.0,29.73,10.0,13.8,
2,SC,59.0,,82.0,29.71,10.0,13.8,
3,FL,69.1,,93.0,29.85,10.0,13.8,
2,GA,66.0,,90.0,29.81,10.0,5.8,
2,SC,73.4,,88.0,29.89,,10.4,
2,GA,68.0,,96.0,29.78,5.0,4.6,0.03
3,MN,45.0,40.6,48.0,29.91,10.0,8.1,
2,MO,43.0,39.5,97.0,29.87,1.0,5.8,
2,IL,37.0,31.6,82.0,29.87,10.0,6.9,
2,OK,57.0,,45.0,30.01,10.0,18.4,
2,TX,73.9,,30.0,30.07,10.0,6.9,
3,TX,50.0,,71.0,30.02,10.0,4.6,
3,AL,58.1,,93.0,29.85,10.0,3.5,
3,AL,52.0,,86.0,29.9,10.0,9.2,
3,OR,57.9,,90.0,30.16,10.0,3.5,0.0
3,CA,50.0,,94.0,30.17,10.0,,
2,CA,80.6,,30.0,30.06,6.0,9.2,
2,CA,81.0,,27.0,30.09,9.0,3.5,
3,CA,63.0,,38.0,30.08,10.0,,
2,CA,90.0,,15.0,30.01,10.0,3.5,
3,CA,89.6,,13.0,29.97,7.0,8.1,
3,MI,44.1,37.4,55.0,30.18,10.0,13.8,
3,NY,44.1,36.5,63.0,30.24,10.0,17.3,
2,NJ,57.9,,97.0,29.6,8.0,9.2,0.29
3,NJ,59.0,,93.0,29.57,10.0,4.6,0.0
3,MD,53.6,,51.0,30.15,10.0,11.5,
2,NC,59.0,,38.0,30.19,10.0,6.9,
2,TX,75.9,,46.0,29.9,10.0,8.1,
3,LA,,,,,,,
3,CA,79.0,,22.0,29.98,10.0,4.6,
3,PA,54.0,,47.0,30.56,10.0,5.8,
2,NC,67.3,,59.0,30.3,10.0,9.2,
2,AL,66.9,,52.0,30.08,10.0,6.9,
3,WA,59.0,,59.0,29.98,10.0,8.1,
3,CA,53.1,,64.0,30.01,10.0,,
2,CA,75.2,,31.0,29.99,10.0,9.2,
2,CA,59.0,,45.0,29.99,10.0,,
3,NY,39.9,33.4,70.0,30.4,10.0,10.4,
3,NY,41.0,37.1,87.0,30.42,10.0,5.8,
2,NJ,46.9,,86.0,30.4,10.0,6.9,
2,DE,51.1,,96.0,30.27,4.0,11.5,0.07
3,NY,52.0,,83.0,30.3,10.0,13.8,0.03
2,NJ,55.0,,96.0,30.18,4.0,8.1,0.01
2,NJ,53.1,,86.0,30.27,10.0,10.4,0.0
3,NJ,51.1,,89.0,30.19,3.0,6.9,0.0
3,NJ,51.1,,96.0,30.19,2.5,3.5,0.02
3,MD,57.2,,100.0,30.14,1.5,4.6,
2,OH,57.0,,72.0,29.88,10.0,6.9,
2,OH,57.0,,72.0,29.88,10.0,6.9,
2,NC,55.9,,97.0,30.15,2.0,8.1,
2,NC,61.0,,90.0,30.09,10.0,3.5,
2,VA,55.0,,96.0,30.11,9.0,5.8,
2,FL,80.1,,74.0,30.03,10.0,9.2,
2,FL,81.0,,74.0,30.14,10.0,8.1,
2,SC,61.0,,90.0,30.05,10.0,3.5,
3,FL,77.0,,84.0,30.13,10.0,5.8,
3,FL,75.9,,85.0,30.06,10.0,4.6,
3,GA,63.0,,93.0,30.03,1.0,5.8,0.0
3,MN,43.0,38.8,93.0,29.65,5.0,6.9,0.01
2,LA,81.0,,72.0,29.83,10.0,16.1,
2,LA,81.0,,72.0,29.83,10.0,16.1,
2,TX,77.0,,65.0,29.75,10.0,20.7,
2,TX,,,,,,,
2,AL,64.0,,96.0,30.03,0.2,4.6,
3,TX,80.1,,45.0,29.68,10.0,4.6,
2,OK,57.0,,55.0,29.75,10.0,6.9,
2,TX,70.0,,57.0,29.78,10.0,5.8,
2,TN,69.1,,65.0,29.82,10.0,12.7,
2,AL,,,,,,,
2,WA,48.2,,100.0,30.06,10.0,5.8,
3,CA,51.1,,77.0,29.94,10.0,3.5,
3,CA,61.0,,70.0,30.0,10.0,,
2,CA,55.9,,64.0,29.86,10.0,,
3,CA,63.0,,84.0,29.88,6.0,5.8,
2,CA,66.0,,73.0,29.84,10.0,5.8,
2,CA,68.0,,60.0,29.88,7.0,3.5,
3,CT,46.9,,97.0,30.01,1.5,5.8,
2,MI,48.9,,90.0,29.5,3.0,27.6,0.02
2,MI,48.0,,96.0,29.55,3.0,25.3,0.02
2,PA,57.0,,81.0,29.65,10.0,11.5,
2,NY,50.0,,100.0,30.01,0.8,4.6,
3,NJ,50.9,,95.0,29.99,0.8,,
3,NJ,53.1,,96.0,29.99,6.0,5.8,
2,VA,54.0,,90.0,29.96,2.0,,
2,PA,54.0,,97.0,29.88,1.0,6.9,0.12
3,DC,57.0,,89.0,29.88,2.5,5.8,0.1
3,VA,55.9,,90.0,29.88,2.0,3.5,0.07
3,VA,57.0,,93.0,29.88,4.0,5.8,0.0
2,OH,,,,,,,
2,KY,57.0,,51.0,29.98,10.0,8.1,
2,NC,62.1,,100.0,29.94,0.5,8.1,0.16
2,NC,70.0,,71.0,29.91,10.0,9.2,
2,NC,62.1,,96.0,29.99,10.0,3.5,
2,FL,73.9,,91.0,30.01,10.0,,
2,SC,72.0,,73.0,29.96,6.0,10.4,0.0
2,MN,39.9,31.4,93.0,29.61,10.0,16.1,0.01
2,IL,48.0,,83.0,29.56,10.0,18.4,
2,AL,71.1,,96.0,29.97,10.0,3.5,
2,AL,69.1,,70.0,30.04,10.0,6.9,
2,AL,70.0,,55.0,29.99,10.0,,
2,AZ,51.8,,58.0,29.95,45.0,6.9,
2,AZ,65.1,,41.0,29.95,10.0,5.8,
2,AZ,82.9,,20.0,29.83,10.0,6.9,
3,CA,66.9,,66.0,29.92,10.0,5.8,
3,MI,42.8,37.5,58.0,29.93,10.0,9.2,
2,MI,37.0,28.5,73.0,30.02,10.0,13.8,
2,NY,51.1,,54.0,29.92,10.0,20.7,
2,PA,50.0,,74.0,30.01,10.0,,
2,NY,46.9,,90.0,29.97,10.0,5.8,
2,NY,59.0,,48.0,30.01,10.0,11.5,
2,NJ,59.0,,51.0,30.03,10.0,5.8,
3,NY,61.0,,41.0,30.02,10.0,12.7,
3,KY,53.1,,43.0,30.17,10.0,,
3,OH,50.0,,46.0,30.14,10.0,8.1,
2,TN,52.0,,83.0,30.14,10.0,,
2,NC,73.0,,39.0,30.05,10.0,5.8,
2,NC,73.0,,48.0,30.06,7.0,,
2,NC,59.0,,81.0,30.12,10.0,,
2,VA,57.9,,87.0,30.13,10.0,,
3,NC,71.1,,49.0,30.07,10.0,,
2,FL,88.0,,46.0,29.97,10.0,5.8,
2,SC,48.0,,93.0,30.08,10.0,,
2,SC,70.0,,38.0,30.11,10.0,6.9,
2,FL,71.1,,90.0,30.06,10.0,,
2,KS,37.0,28.9,76.0,30.3,10.0,12.7,
2,IL,37.0,27.7,70.0,30.17,10.0,16.1,
2,IL,37.0,28.1,67.0,30.2,10.0,15.0,
2,TX,75.9,,79.0,29.9,8.0,,0.0
2,TX,73.9,,93.0,29.86,2.0,,
2,TX,82.0,,69.0,29.93,10.0,3.5,
2,LA,73.0,,96.0,29.92,7.0,4.6,0.06
3,TN,53.1,,66.0,30.21,9.0,6.9,0.0
2,AL,57.9,,90.0,30.04,10.0,6.9,
2,TX,88.0,,61.0,29.84,10.0,4.6,
2,CO,32.0,,80.0,30.18,10.0,,
2,NM,60.1,,28.0,29.88,10.0,6.9,
2,OR,46.9,,90.0,30.39,2.5,5.8,
2,CA,60.8,,36.0,30.07,10.0,3.5,
3,CA,64.0,,75.0,29.96,10.0,3.5,
2,CA,60.1,,80.0,30.03,9.0,,
3,CA,69.1,,63.0,30.01,10.0,,
3,CA,70.0,,63.0,29.95,10.0,10.4,
2,CA,66.2,,68.0,29.94,10.0,8.1,
3,MA,48.0,,50.0,30.18,10.0,10.4,
2,PA,43.0,39.5,62.0,30.22,10.0,5.8,
2,PA,41.0,,87.0,30.28,10.0,,
2,PA,50.0,,54.0,30.27,10.0,3.5,
2,NJ,43.0,41.3,56.0,30.38,10.0,3.5,
2,OH,30.9,,89.0,30.32,10.0,,
2,OH,39.2,33.6,75.0,30.35,10.0,8.1,
2,FL,68.0,,100.0,29.99,10.0,,
2,FL,70.0,,97.0,30.0,10.0,3.5,
2,FL,78.1,,96.0,30.02,10.0,,
2,FL,87.1,,61.0,29.94,10.0,12.7,
3,FL,87.8,,49.0,29.98,7.0,6.9,
2,SC,55.0,,80.0,30.07,10.0,6.9,
2,SC,55.9,,69.0,30.11,10.0,10.4,
2,GA,66.0,,87.0,30.1,10.0,3.5,
2,MN,25.0,18.1,92.0,30.33,1.8,5.8,0.01
2,MN,23.0,,81.0,30.33,10.0,,
3,MO,37.0,32.4,82.0,30.31,9.0,5.8,0.0
2,IL,39.9,35.8,55.0,30.35,10.0,5.8,
2,OK,42.1,36.6,96.0,30.17,5.0,9.2,
3,TX,52.3,,92.0,30.11,4.0,11.5,0.04
2,TX,55.9,,80.0,30.08,10.0,6.9,
2,OK,46.0,41.9,71.0,30.22,10.0,8.1,0.01
3,TX,50.4,,99.0,30.14,7.0,,
2,TN,54.0,,53.0,30.13,10.0,9.2,
3,TN,55.0,,49.0,30.12,10.0,8.1,
3,UT,42.1,36.1,45.0,30.42,10.0,10.4,
3,UT,33.1,30.0,64.0,30.37,10.0,3.5,
3,CA,37.4,32.8,56.0,30.08,10.0,5.8,
2,CA,48.0,,41.0,30.1,10.0,,
2,CA,51.8,,28.0,30.06,10.0,6.9,
3,CA,57.2,,94.0,29.97,6.0,4.6,
3,CA,68.0,,59.0,29.96,10.0,4.6,
2,CA,63.0,,81.0,29.99,5.0,3.5,
3,CA,62.6,,68.0,30.0,3.0,5.8,
2,MI,32.0,28.7,100.0,30.02,1.8,3.5,
2,NY,45.0,39.7,65.0,30.33,10.0,10.4,
2,CT,37.0,32.4,73.0,30.39,10.0,5.8,
2,NY,48.9,,61.0,30.28,10.0,13.8,
2,NY,51.1,,54.0,30.27,10.0,10.4,
3,RI,48.9,,69.0,30.17,10.0,12.7,
2,PA,37.0,31.6,86.0,30.11,6.0,6.9,0.07
3,PA,39.2,35.9,87.0,30.07,2.5,4.6,
2,PA,39.0,32.8,96.0,29.97,2.0,9.2,0.04
2,OH,39.0,34.8,100.0,30.02,4.0,5.8,
2,OH,35.1,23.3,72.0,30.11,10.0,23.0,
3,NC,50.0,,96.0,30.14,3.0,6.9,0.0
3,SC,46.4,44.3,96.0,30.05,5.0,4.6,0.02
2,NC,48.2,,100.0,30.01,2.0,,
2,NC,52.0,,100.0,29.97,1.0,4.6,0.0
2,FL,86.0,,53.0,29.94,10.0,,
2,FL,71.1,,100.0,30.01,9.0,,
2,SC,48.2,,100.0,30.1,5.0,10.4,
3,SC,62.1,,100.0,29.97,0.5,4.6,
3,GA,62.1,,90.0,30.06,5.0,8.1,0.03
2,MN,20.5,9.2,65.0,30.26,10.0,10.4,
2,MN,23.0,11.7,65.0,30.27,7.0,11.5,0.0
3,MN,15.4,3.0,77.0,30.29,10.0,10.4,
2,IA,25.0,12.6,81.0,30.19,10.0,15.0,
2,TX,53.1,,80.0,30.15,3.0,17.3,0.02
2,TX,52.0,,74.0,30.21,10.0,17.3,
2,LA,55.9,,97.0,30.14,7.0,13.8,0.01
3,TX,44.6,37.2,76.0,30.36,10.0,17.3,
3,TN,42.1,38.4,89.0,30.06,2.5,5.8,0.18
2,TN,42.1,38.4,89.0,30.08,2.0,5.8,0.23
2,AL,52.3,,83.0,30.16,10.0,12.7,0.0
3,TX,55.4,,88.0,30.18,10.0,15.0,
2,OK,45.0,39.3,60.0,30.43,10.0,11.5,
2,CO,23.0,12.4,67.0,30.45,10.0,10.4,
3,UT,31.3,,60.0,30.24,10.0,,
3,UT,28.6,,60.0,30.21,10.0,,
2,UT,39.9,37.8,40.0,30.46,10.0,3.5,
2,CA,50.0,,28.0,30.17,4.0,,
2,CA,57.2,,23.0,30.19,2.5,,
2,CA,68.0,,6.0,30.11,8.0,23.0,
2,NJ,37.0,31.0,46.0,30.19,10.0,8.1,
2,TX,46.4,41.9,71.0,30.38,10.0,9.2,
2,TX,45.0,41.8,74.0,30.39,10.0,5.8,0.0
3,TX,46.4,41.9,71.0,30.4,10.0,9.2,
2,TX,51.8,,71.0,30.32,10.0,18.4,
3,WA,48.2,,87.0,30.43,10.0,8.1,
2,CA,73.0,,10.0,29.98,10.0,,
2,GA,59.0,,31.0,30.29,10.0,5.8,
3,WI,32.0,24.2,64.0,30.2,10.0,9.2,
3,MN,22.8,18.2,90.0,30.06,2.5,3.5,
2,TX,50.0,,74.0,30.19,10.0,5.8,
2,TX,50.0,,96.0,30.02,3.0,,0.01
2,TX,51.1,,92.0,30.04,3.0,3.5,0.02
2,TX,53.6,,88.0,30.01,10.0,15.0,
2,TX,55.9,,87.0,30.01,10.0,10.4,
3,WA,46.0,39.3,68.0,30.48,10.0,16.1,
2,MA,25.0,,81.0,30.47,10.0,,
2,MA,46.9,,46.0,30.39,10.0,10.4,
2,MI,35.1,29.3,72.0,30.27,10.0,6.9,
2,NY,42.8,41.1,49.0,30.36,10.0,3.5,
3,NY,39.9,37.8,58.0,30.41,10.0,3.5,
2,OH,32.0,,79.0,30.29,10.0,,
3,IN,36.0,,57.0,30.29,10.0,,
2,OH,28.9,,89.0,30.31,9.0,,
2,SC,39.0,33.4,93.0,30.31,8.0,8.1,0.01
3,NC,42.1,40.2,67.0,30.35,10.0,3.5,
2,NC,44.1,40.8,73.0,30.38,10.0,5.8,
3,FL,73.9,,97.0,30.06,8.0,5.8,0.03
2,SC,46.9,,77.0,30.33,9.0,3.5,0.0
2,SC,39.2,32.0,93.0,30.26,7.0,11.5,
2,SC,,,,,,,
2,TX,51.1,,92.0,30.03,2.0,3.5,0.01
2,TX,45.0,36.9,76.0,30.19,10.0,20.7,
2,OK,30.0,17.5,88.0,30.43,6.0,19.6,0.0
3,LA,55.0,,96.0,29.93,5.0,11.5,
2,LA,55.9,,97.0,29.96,10.0,10.4,
3,TX,43.0,36.0,93.0,30.17,8.0,13.8,0.0
3,FL,,,,,,,
2,TX,55.4,,94.0,29.91,1.5,9.2,
2,TX,44.6,37.4,81.0,30.28,10.0,16.1,
2,AZ,60.1,,13.0,30.26,10.0,11.5,
2,NM,35.1,26.4,39.0,30.43,10.0,12.7,
3,NV,48.9,,17.0,30.5,10.0,3.5,
3,CA,43.0,39.5,25.0,30.31,10.0,5.8,
2,CA,57.0,,40.0,30.31,2.5,,
2,CA,48.0,,46.0,30.24,6.0,13.8,
3,CA,54.0,,66.0,30.18,8.0,,
3,CA,69.1,,13.0,30.25,10.0,3.5,
3,CA,75.9,,12.0,30.19,10.0,3.5,
3,MI,,,,,,,
2,NY,48.0,,96.0,29.98,1.2,,0.1
2,MD,45.9,41.2,84.0,30.01,10.0,9.2,
2,OH,35.6,31.7,93.0,30.22,4.0,4.6,0.0
2,OH,32.0,26.4,87.0,30.21,10.0,5.8,
2,NC,48.0,,96.0,30.07,3.0,,0.01
3,VA,39.7,31.9,100.0,30.02,0.2,13.8,
2,NC,52.0,,93.0,30.07,7.0,,0.0
3,VA,46.0,43.1,93.0,29.97,9.0,5.8,0.02
2,VA,44.1,39.5,93.0,30.0,10.0,8.1,
2,GA,46.9,,100.0,30.04,9.0,,0.12
3,GA,48.9,,97.0,30.05,10.0,,
3,GA,50.0,,100.0,30.11,10.0,3.5,0.0
3,GA,50.0,,96.0,30.11,10.0,3.5,0.0
2,SC,52.0,,97.0,30.05,8.0,4.6,0.0
2,GA,48.0,,89.0,30.04,1.2,4.6,0.01
2,SC,54.0,,90.0,30.13,10.0,4.6,
2,MN,19.9,11.1,52.0,30.51,10.0,6.9,
2,MN,17.4,,78.0,30.42,10.0,,
3,WI,19.0,5.6,57.0,30.42,10.0,13.8,
2,IL,21.0,9.3,57.0,30.45,10.0,11.5,
2,TX,35.1,26.9,61.0,30.5,10.0,11.5,
2,LA,44.1,36.5,85.0,30.32,10.0,17.3,
3,TX,42.1,37.1,43.0,30.53,10.0,8.1,
3,LA,44.1,38.1,89.0,30.18,10.0,11.5,0.0
3,TX,41.0,33.5,43.0,30.51,10.0,13.8,
2,TN,39.0,31.8,89.0,30.2,6.0,11.5,0.02
2,TX,39.2,30.2,65.0,30.44,10.0,17.3,
3,UT,23.7,17.8,69.0,30.67,10.0,4.6,
2,AZ,46.9,,24.0,30.48,10.0,4.6,
2,AZ,64.4,,12.0,30.38,10.0,,
2,TX,37.0,,39.0,30.61,10.0,,
3,OR,48.9,,59.0,30.41,10.0,3.5,
2,CA,55.0,,37.0,30.34,5.0,,
2,CA,57.0,,36.0,30.41,7.0,,
2,CA,73.9,,10.0,30.31,10.0,,
3,MA,28.9,17.3,58.0,30.16,,16.1,
3,MI,26.1,16.8,58.0,30.58,10.0,9.2,
2,MI,25.0,15.5,60.0,30.61,10.0,9.2,
3,NY,28.9,18.6,61.0,30.31,10.0,12.7,0.0
2,CT,30.9,22.8,40.0,30.52,10.0,9.2,
2,MD,37.4,,56.0,30.51,7.0,,
3,KY,28.0,20.0,66.0,30.51,9.0,8.1,
2,IN,21.0,11.4,68.0,30.53,10.0,8.1,
2,NC,45.0,39.7,76.0,30.4,7.0,10.4,0.0
2,NC,39.9,32.9,77.0,30.4,10.0,11.5,0.0
2,SC,48.9,,83.0,30.36,10.0,5.8,0.0
3,SC,43.0,36.8,82.0,30.34,10.0,11.5,0.0
2,SC,51.8,,94.0,30.18,10.0,3.5,
3,MN,42.1,35.2,53.0,30.25,10.0,12.7,
3,TX,27.7,22.4,83.0,30.56,10.0,4.6,
2,LA,39.9,32.9,79.0,30.43,10.0,11.5,
2,TX,32.0,25.6,69.0,30.53,10.0,6.9,
2,TX,39.0,32.8,55.0,30.57,10.0,9.2,
2,OK,42.1,40.2,41.0,30.39,10.0,3.5,
2,TX,30.0,23.2,79.0,30.53,10.0,6.9,
2,AL,45.0,42.6,100.0,30.18,5.0,4.6,0.0
2,TN,35.1,27.4,76.0,30.39,7.0,10.4,
2,WA,52.0,,97.0,30.3,6.0,13.8,0.01
2,CA,48.2,,32.0,30.23,1.5,,
2,CA,63.0,,17.0,30.27,10.0,,
3,CA,78.1,,10.0,30.19,10.0,,
2,CA,70.0,,29.0,30.12,10.0,11.5,
2,NY,25.0,16.3,85.0,30.5,10.0,8.1,
3,NJ,28.9,19.2,96.0,30.27,0.2,11.5,0.16
3,KY,35.1,28.6,82.0,30.09,10.0,8.1,0.01
3,IN,33.1,24.4,92.0,30.11,4.0,11.5,0.03
2,TN,39.9,36.7,100.0,30.06,2.0,4.6,0.03
3,TN,36.0,27.1,89.0,30.02,10.0,13.8,0.0
3,NC,37.9,31.5,89.0,30.17,4.0,9.2,0.2
2,NC,39.9,34.5,89.0,29.98,10.0,8.1,
3,VA,35.6,27.1,93.0,30.31,10.0,12.7,0.01
2,NC,42.1,37.1,96.0,29.89,2.0,8.1,0.05
2,NC,41.0,34.7,96.0,29.85,10.0,10.4,0.01
2,NC,39.0,33.4,96.0,29.85,2.0,8.1,0.0
2,VA,37.0,30.4,100.0,29.82,4.0,9.2,0.01
2,FL,72.0,,84.0,30.0,10.0,10.4,
2,SC,41.0,38.0,96.0,29.99,10.0,4.6,
3,MN,41.0,39.0,60.0,29.74,10.0,3.5,
3,WI,32.0,27.5,75.0,30.12,8.0,4.6,
2,MN,34.0,25.5,56.0,29.91,10.0,11.5,
3,TX,43.0,41.3,60.0,30.35,10.0,3.5,
2,TX,63.0,,31.0,30.25,10.0,,
3,FL,,,,,,,
2,CO,48.0,,28.0,30.17,10.0,4.6,
3,NM,39.4,37.2,34.0,30.2,10.0,3.5,
2,CA,64.0,,26.0,30.1,1.5,,
3,CA,59.0,,27.0,30.09,10.0,,
2,CA,73.4,,12.0,30.03,10.0,8.1,
3,CA,68.0,,43.0,30.0,10.0,3.5,
2,NY,34.0,22.4,79.0,29.83,8.0,20.7,
3,NY,28.0,21.7,96.0,29.77,9.0,5.8,0.0
3,NJ,33.1,26.9,92.0,29.66,,6.9,0.07
2,NY,32.0,22.1,85.0,29.63,1.0,13.8,0.0
3,VA,37.9,32.1,76.0,29.81,10.0,8.1,
3,VA,42.6,39.0,78.0,29.89,10.0,5.8,
2,NC,46.0,43.1,61.0,30.1,10.0,5.8,
3,SC,51.1,,66.0,30.08,10.0,5.8,
2,SC,33.8,27.7,89.0,30.09,10.0,6.9,
2,SC,46.9,,61.0,30.13,10.0,5.8,
2,SC,53.6,,44.0,30.04,10.0,3.5,
2,SC,57.0,,45.0,30.08,10.0,4.6,
2,FL,35.1,28.6,89.0,30.24,10.0,8.1,
2,NE,33.4,30.4,93.0,30.1,10.0,3.5,
2,MN,28.0,18.1,81.0,29.88,9.0,11.5,0.0
2,IL,36.0,27.5,82.0,29.91,8.0,12.7,
